CQS Symbol,ETF,Financial Status,Listing Exchange,Market Category,NASDAQ Symbol,Nasdaq Traded,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
"",N,N,Q,S,TWLV,Y,N,100,Twelve Seas Investment Company II - Class A Common Stock,TWLV,N
"",N,N,Q,S,TWLVU,Y,N,100,Twelve Seas Investment Company II - Unit,TWLVU,N
"",N,N,Q,S,TWLVW,Y,N,100,Twelve Seas Investment Company II - Warrant,TWLVW,N
TWM,Y,"",P, ,TWM,Y,N,100,ProShares UltraShort Russell2000,TWM,N
TWN,N,"",N, ,TWN,Y,N,100,"Taiwan Fund, Inc. (The) Common Stock",TWN,N
TWND,N,"",A, ,TWND,Y,N,100,Tailwind Acquisition Corp. Class A Common Stock,TWND,N
TWND.U,N,"",A, ,TWND=,Y,N,100,"Tailwind Acquisition Corp. Units, each consisting of one share of Class A common stock and one-half of one warrant",TWND.U,N
TWND.WS,N,"",A, ,TWND+,Y,N,100,"Tailwind Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50",TWND.W,N
TWNI,N,"",N, ,TWNI,Y,N,100,Tailwind International Acquisition Corp. Class A Ordinary Shares,TWNI,N
TWNI.U,N,"",N, ,TWNI=,Y,N,100,"Tailwind International Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",TWNI.U,N
"",N,N,Q,S,TWNK,Y,N,100,"Hostess Brands, Inc. - Class A Common Stock",TWNK,N
TWO,N,"",N, ,TWO,Y,N,100,Two Harbors Investment Corp,TWO,N
TWOpA,N,"",N, ,TWO-A,Y,N,100,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),TWO$A,N
TWOpB,N,"",N, ,TWO-B,Y,N,100,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,TWO$B,N
TWOpC,N,"",N, ,TWO-C,Y,N,100,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,TWO$C,N
TWOA,N,"",N, ,TWOA,Y,N,100,two Class A Ordinary Shares,TWOA,N
"",N,N,Q,Q,TWOU,Y,N,100,"2U, Inc. - Common Stock",TWOU,N
"",N,N,Q,Q,TWST,Y,N,100,Twist Bioscience Corporation - Common Stock,TWST,N
TX,N,"",N, ,TX,Y,N,100,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",TX,N
"",N,N,Q,Q,TXG,Y,N,100,"10x Genomics, Inc. - Common Stock",TXG,N
"",N,D,Q,Q,TXMD,Y,N,100,"TherapeuticsMD, Inc. - Common Stock",TXMD,N
"",N,N,Q,Q,TXN,Y,N,100,Texas Instruments Incorporated - Common Stock,TXN,N
"",N,N,Q,Q,TXRH,Y,N,100,"Texas Roadhouse, Inc. - Common Stock",TXRH,N
TXT,N,"",N, ,TXT,Y,N,100,Textron Inc. Common Stock,TXT,N
TY,N,"",N, ,TY,Y,N,100,Tri Continental Corporation Common Stock,TY,N
TYp,N,"",N, ,TY-,Y,N,100,Tri Continental Corporation Preferred Stock,TY$,N
TYA,Y,"",Z, ,TYA,Y,N,100,Simplify Intermediate Term Treasury Futures Strategy ETF,TYA,N
TYD,Y,"",P, ,TYD,Y,N,100,Direxion Daily 10-Yr Treasury Bull 3x Shrs,TYD,N
"",N,D,Q,S,TYDE,Y,N,100,"Cryptyde, Inc. - Common Stock",TYDE,N
TYG,N,"",N, ,TYG,Y,N,100,Tortoise Energy Infrastructure Corporation Common Stock,TYG,N
TYL,N,"",N, ,TYL,Y,N,100,"Tyler Technologies, Inc. Common Stock",TYL,N
TYLG,Y,"",P, ,TYLG,Y,N,100,Global X Funds Global X Information Technology Covered Call & Growth ETF,TYLG,N
TYNE,Y,"",P, ,TYNE,Y,N,100,Direxion Shares ETF Trust Direxion Nanotechnology ETF,TYNE,N
TYO,Y,"",P, ,TYO,Y,N,100,Direxion Daily 10-Yr Treasury Bear 3x Shrs,TYO,N
"",N,N,Q,Q,TYRA,Y,N,100,"Tyra Biosciences, Inc. - Common Stock",TYRA,N
TZA,Y,"",P, ,TZA,Y,N,100,Direxion Small Cap Bear 3X Shares,TZA,N
"",N,N,Q,Q,TZOO,Y,N,100,Travelzoo - Common Stock,TZOO,N
"",N,N,Q,S,TZPS,Y,N,100,TZP Strategies Acquisition Corp. - Class A Ordinary Share,TZPS,N
"",N,N,Q,S,TZPSU,Y,N,100,TZP Strategies Acquisition Corp. - Unit,TZPSU,N
"",N,N,Q,S,TZPSW,Y,N,100,TZP Strategies Acquisition Corp. - Warrant,TZPSW,N
U,N,"",N, ,U,Y,N,100,Unity Software Inc. Common Stock,U,N
UA,N,"",N, ,UA,Y,N,100,"Under Armour, Inc. Class C Common Stock",UA,N
UAA,N,"",N, ,UAA,Y,N,100,"Under Armour, Inc. Class A Common Stock",UAA,N
"",Y,N,Q,G,UAE,Y,N,100,iShares MSCI UAE ETF,UAE,N
"",N,N,Q,Q,UAL,Y,N,100,"United Airlines Holdings, Inc. - Common Stock",UAL,N
UAMY,N,"",A, ,UAMY,Y,N,100,United States Antimony Corporation Common Stock,UAMY,N
UAN,N,"",N, ,UAN,Y,N,100,"CVR Partners, LP Common Units representing Limited Partner Interests",UAN,N
UAPR,Y,"",Z, ,UAPR,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - April,UAPR,N
UAUG,Y,"",Z, ,UAUG,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - August,UAUG,N
UAV,Y,"",P, ,UAV,Y,N,100,AdvisorShares Trust AdvisorShares Drone Technology ETF,UAV,N
UAVS,N,"",A, ,UAVS,Y,N,100,"AgEagle Aerial Systems, Inc. Common Stock",UAVS,N
UBA,N,"",N, ,UBA,Y,N,100,Urstadt Biddle Properties Inc. Common Stock,UBA,N
UBCB,Y,"",P, ,UBCB,Y,N,100,ETF Opportunities Trust UBC Algorithmic Fundamentals ETF,UBCB,N
"",N,N,Q,S,UBCP,Y,N,100,"United Bancorp, Inc. - Common Stock",UBCP,N
UBER,N,"",N, ,UBER,Y,N,100,"Uber Technologies, Inc. Common Stock",UBER,N
"",N,N,Q,Q,UBFO,Y,N,100,United Security Bancshares - Common Stock,UBFO,N
"",Y,N,Q,G,UBND,Y,N,100,VictoryShares ESG Core Plus Bond ETF,UBND,N
UBOT,Y,"",P, ,UBOT,Y,N,100,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares",UBOT,N
UBP,N,"",N, ,UBP,Y,N,100,Urstadt Biddle Properties Inc. Common Stock,UBP,N
UBPpH,N,"",N, ,UBP-H,Y,N,100,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock,UBP$H,N
UBPpK,N,"",N, ,UBP-K,Y,N,100,Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock,UBP$K,N
UBR,Y,"",P, ,UBR,Y,N,100,ProShares Ultra MSCI Brazil Capped,UBR,N
UBS,N,"",N, ,UBS,Y,N,100,UBS Group AG Registered Ordinary Shares,UBS,N
"",N,N,Q,Q,UBSI,Y,N,100,"United Bankshares, Inc. - Common Stock",UBSI,N
UBT,Y,"",P, ,UBT,Y,N,100,ProShares Ultra 20+ Year Treasury,UBT,N
"",N,N,Q,Q,UBX,Y,N,100,"Unity Biotechnology, Inc. - Common Stock",UBX,N
"",N,N,Q,Q,UCBI,Y,N,100,"United Community Banks, Inc. - Common Stock",UCBI,N
"",N,N,Q,Q,UCBIO,Y,N,100,"United Community Banks, Inc. - Depositary Shares each representing 1/1,000th interest in a share of Series I Non-Cumulative Preferred Stock",UCBIO,N
UCC,Y,"",P, ,UCC,Y,N,100,ProShares Ultra Consumer Services,UCC,N
UCIB,N,"",P, ,UCIB,Y,N,100,"ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5, 2038",UCIB,N
"",N,N,Q,G,UCL,Y,N,100,uCloudlink Group Inc. - American Depositary Shares,UCL,N
UCO,Y,"",P, ,UCO,Y,N,100,ProShares Ultra Bloomberg Crude Oil,UCO,N
UCON,Y,"",P, ,UCON,Y,N,100,First Trust TCW Unconstrained Plus Bond ETF,UCON,N
"",Y,N,Q,G,UCRD,Y,N,100,VictoryShares ESG Corporate Bond ETF,UCRD,N
"",N,N,Q,Q,UCTT,Y,N,100,"Ultra Clean Holdings, Inc. - Common Stock",UCTT,N
"",Y,N,Q,G,UCYB,Y,N,100,ProShares Ultra Nasdaq Cybersecurity ETF,UCYB,N
UDEC,Y,"",Z, ,UDEC,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - December,UDEC,N
UDI,Y,"",P, ,UDI,Y,N,100,USCF ETF Trust USCF Dividend Income Fund,UDI,N
UDIV,Y,"",P, ,UDIV,Y,N,100,Franklin U.S. Core Dividend Tilt Index ETF,UDIV,N
"",N,N,Q,Q,UDMY,Y,N,100,"Udemy, Inc. - Common Stock",UDMY,N
UDN,Y,"",P, ,UDN,Y,N,100,Invesco DB USD Index Bearish ETF,UDN,N
UDOW,Y,"",P, ,UDOW,Y,N,100,ProShares UltraPro Dow30,UDOW,N
UDR,N,"",N, ,UDR,Y,N,100,"UDR, Inc. Common Stock",UDR,N
UE,N,"",N, ,UE,Y,N,100,Urban Edge Properties Common Shares of Beneficial Interest,UE,N
UEC,N,"",A, ,UEC,Y,N,100,Uranium Energy Corp. Common Stock,UEC,N
"",N,N,Q,Q,UEIC,Y,N,100,Universal Electronics Inc. - Common Stock,UEIC,N
"",Y,N,Q,G,UEVM,Y,N,100,VictoryShares Emerging Markets Value Momentum ETF,UEVM,N
UFAB,N,"",A, ,UFAB,Y,N,100,"Unique Fabricating, Inc. Common Stock",UFAB,N
"",N,N,Q,Q,UFCS,Y,N,100,"United Fire Group, Inc - Common Stock",UFCS,N
UFEB,Y,"",Z, ,UFEB,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - February,UFEB,N
UFI,N,"",N, ,UFI,Y,N,100,"Unifi, Inc. New Common Stock",UFI,N
"",Y,N,Q,G,UFO,Y,N,100,Procure Space ETF,UFO,N
"",N,N,Q,Q,UFPI,Y,N,100,"UFP Industries, Inc. - Common Stock",UFPI,N
"",N,N,Q,S,UFPT,Y,N,100,"UFP Technologies, Inc. - Common Stock",UFPT,N
"",N,N,Q,G,UG,Y,N,100,"United-Guardian, Inc. - Common Stock",UG,N
UGA,Y,"",P, ,UGA,Y,N,100,United States Gasoline Fund LP,UGA,N
UGE,Y,"",P, ,UGE,Y,N,100,ProShares Ultra Consumer Goods,UGE,N
UGI,N,"",N, ,UGI,Y,N,100,UGI Corporation Common Stock,UGI,N
UGIC,N,"",N, ,UGIC,Y,N,100,UGI Corporation Corporate Units,UGIC,N
UGL,Y,"",P, ,UGL,Y,N,100,ProShares Ultra Gold,UGL,N
UGP,N,"",N, ,UGP,Y,N,100,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),UGP,N
"",N,N,Q,S,UGRO,Y,N,100,"urban-gro, Inc. - Common Stock",UGRO,N
UHAL,N,"",N, ,UHAL,Y,N,100,U-Haul Holding Company Common Stock,UHAL,N
UHAL.B,N,"",N, ,UHAL.B,Y,N,100,U-Haul Holding Company Series N Non-Voting Common Stock ,UHAL.B,N
UHS,N,"",N, ,UHS,Y,N,100,"Universal Health Services, Inc. Common Stock",UHS,N
UHT,N,"",N, ,UHT,Y,N,100,Universal Health Realty Income Trust Common Stock,UHT,N
UI,N,"",N, ,UI,Y,N,100,Ubiquiti Inc. Common Stock,UI,N
"",N,D,Q,S,UIHC,Y,N,100,United Insurance Holdings Corp. - Common Stock,UIHC,N
UIS,N,"",N, ,UIS,Y,N,100,Unisys Corporation New Common Stock,UIS,N
"",Y,N,Q,G,UITB,Y,N,100,VictoryShares USAA Core Intermediate-Term Bond ETF,UITB,N
"",Y,N,Q,G,UIVM,Y,N,100,VictoryShares International Value Momentum ETF,UIVM,N
UJAN,Y,"",Z, ,UJAN,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - January,UJAN,N
UJB,Y,"",P, ,UJB,Y,N,100,ProShares Ultra High Yield ETF,UJB,N
UJUL,Y,"",Z, ,UJUL,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - July,UJUL,N
UJUN,Y,"",Z, ,UJUN,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - June,UJUN,N
"",N,N,Q,S,UK,Y,N,100,Ucommune International Ltd  - Ordinary Shares,UK,N
"",N,N,Q,S,UKOMW,Y,N,100,Ucommune International Ltd  - Warrant expiring 11/17/2025,UKOMW,N
UL,N,"",N, ,UL,Y,N,100,Unilever PLC Common Stock,UL,N
"",N,N,Q,G,ULBI,Y,N,100,Ultralife Corporation - Common Stock,ULBI,N
"",N,N,Q,Q,ULCC,Y,N,100,"Frontier Group Holdings, Inc. - Common Stock",ULCC,N
ULE,Y,"",P, ,ULE,Y,N,100,ProShares Ultra Euro,ULE,N
"",N,N,Q,Q,ULH,Y,N,100,"Universal Logistics Holdings, Inc. - Common Stock",ULH,N
ULST,Y,"",P, ,ULST,Y,N,100,SPDR SSgA Ultra Short Term Bond ETF,ULST,N
"",N,N,Q,Q,ULTA,Y,N,100,"Ulta Beauty, Inc. - Common Stock",ULTA,N
ULTR,Y,"",P, ,ULTR,Y,N,100,IQ Ultra Short Duration ETF,ULTR,N
"",Y,N,Q,G,ULVM,Y,N,100,VictoryShares US Value Momentum ETF,ULVM,N
UMAR,Y,"",Z, ,UMAR,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - March,UMAR,N
UMAY,Y,"",Z, ,UMAY,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - May,UMAY,N
"",N,N,Q,Q,UMBF,Y,N,100,UMB Financial Corporation - Common Stock,UMBF,N
UMC,N,"",N, ,UMC,Y,N,100,United Microelectronics Corporation (NEW) Common Stock,UMC,N
UMDD,Y,"",P, ,UMDD,Y,N,100,UltraPro MidCap400,UMDD,N
UMH,N,"",N, ,UMH,Y,N,100,"UMH Properties, Inc. Common Stock",UMH,N
UMHpD,N,"",N, ,UMH-D,Y,N,100,"UMH Properties, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share",UMH$D,N
UMI,Y,"",P, ,UMI,Y,N,100,USCF Midstream Energy Income Fund ETF,UMI,N
"",Y,N,Q,G,UMMA,Y,N,100,Wahed Dow Jones Islamic World ETF,UMMA,N
"",N,D,Q,Q,UMPQ,Y,N,100,Umpqua Holdings Corporation - Common Stock,UMPQ,N
"",N,H,Q,G,UNAM,Y,N,100,Unico American Corporation - Common Stock,UNAM,N
"",N,N,Q,G,UNB,Y,N,100,"Union Bankshares, Inc. - Common Stock",UNB,N
"",N,D,Q,S,UNCY,Y,N,100,"Unicycive Therapeutics, Inc. - Common Stock",UNCY,N
UNF,N,"",N, ,UNF,Y,N,100,Unifirst Corporation Common Stock,UNF,N
UNFI,N,"",N, ,UNFI,Y,N,100,"United Natural Foods, Inc. Common Stock",UNFI,N
UNG,Y,"",P, ,UNG,Y,N,100,United States Natural Gas Fund LP,UNG,N
UNH,N,"",N, ,UNH,Y,N,100,UnitedHealth Group Incorporated Common Stock (DE),UNH,N
"",N,N,Q,Q,UNIT,Y,N,100,Uniti Group Inc. - Common Stock,UNIT,N
UNL,Y,"",P, ,UNL,Y,N,100,United States 12 Month Natural Gas Fund,UNL,N
UNM,N,"",N, ,UNM,Y,N,100,Unum Group Common Stock,UNM,N
UNMA,N,"",N, ,UNMA,Y,N,100,Unum Group 6.250% Junior Subordinated Notes due 2058,UNMA,N
UNOV,Y,"",Z, ,UNOV,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - November,UNOV,N
UNP,N,"",N, ,UNP,Y,N,100,Union Pacific Corporation Common Stock,UNP,N
"",N,N,Q,G,UNTY,Y,N,100,"Unity Bancorp, Inc. - Common Stock",UNTY,N
UNVR,N,"",N, ,UNVR,Y,N,100,Univar Solutions Inc. Common Stock,UNVR,N
UOCT,Y,"",Z, ,UOCT,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - October,UOCT,N
"",N,N,Q,S,UONE,Y,N,100,"Urban One, Inc.  - Class A Common Stock",UONE,N
"",N,N,Q,S,UONEK,Y,N,100,"Urban One, Inc.  - Class D Common Stock",UONEK,N
UP,N,"",N, ,UP,Y,N,100,Wheels Up Experience Inc. Class A Common Stock,UP,N
UP.WS,N,"",N, ,UP+,Y,N,100,Wheels Up Experience Inc. Warrants,UP.W,N
UPAR,Y,"",P, ,UPAR,Y,N,100,Tidal ETF Trust UPAR Ultra Risk Parity ETF,UPAR,N
"",N,N,Q,G,UPC,Y,N,100,Universe Pharmaceuticals Inc - Ordinary Shares,UPC,N
UPH,N,"",N, ,UPH,Y,N,100,"UpHealth, Inc. Common Stock",UPH,N
UPH.WS,N,"",N, ,UPH+,Y,N,100,"UpHealth, Inc. Warrants ",UPH.W,N
"",N,N,Q,G,UPLD,Y,N,100,"Upland Software, Inc. - Common Stock",UPLD,N
UPRO,Y,"",P, ,UPRO,Y,N,100,ProShares UltraPro S&P 500,UPRO,N
UPS,N,"",N, ,UPS,Y,N,100,"United Parcel Service, Inc. Common Stock",UPS,N
"",N,N,Q,Q,UPST,Y,N,100,"Upstart Holdings, Inc. - Common stock",UPST,N
"",N,N,Q,S,UPTD,Y,N,100,TradeUP Acquisition Corp. - Common Stock,UPTD,N
"",N,N,Q,S,UPTDU,Y,N,100,TradeUP Acquisition Corp. - Unit,UPTDU,N
"",N,N,Q,S,UPTDW,Y,N,100,TradeUP Acquisition Corp. - Warrant,UPTDW,N
UPV,Y,"",P, ,UPV,Y,N,100,ProShares Ultra FTSE Europe,UPV,N
UPW,Y,"",P, ,UPW,Y,N,100,ProShares Ultra Utilities,UPW,N
"",Y,N,Q,G,UPWD,Y,N,100,JPMorgan Social Advancement ETF,UPWD,N
"",N,N,Q,Q,UPWK,Y,N,100,Upwork Inc. - Common Stock,UPWK,N
"",N,N,Q,S,UPXI,Y,N,100,"Upexi, Inc. - Common Stock",UPXI,N
URA,Y,"",P, ,URA,Y,N,100,Global X Uranium ETF,URA,N
"",N,N,Q,Q,URBN,Y,N,100,"Urban Outfitters, Inc. - Common Stock",URBN,N
URE,Y,"",P, ,URE,Y,N,100,ProShares Ultra Real Estate,URE,N
URG,N,"",A, ,URG,Y,N,100,Ur Energy Inc Common Shares (Canada),URG,N
"",N,N,Q,G,URGN,Y,N,100,UroGen Pharma Ltd. - Ordinary Shares,URGN,N
URI,N,"",N, ,URI,Y,N,100,"United Rentals, Inc. Common Stock",URI,N
URNM,Y,"",P, ,URNM,Y,N,100,Sprott Uranium Miners ETF,URNM,N
"",N,N,Q,S,UROY,Y,N,100,Uranium Royalty Corp. - Common Stock,UROY,N
URTH,Y,"",P, ,URTH,Y,N,100,Ishares MSCI World Index Fund,URTH,N
URTY,Y,"",P, ,URTY,Y,N,100,ProShares UltraPro Russell2000,URTY,N
USA,N,"",N, ,USA,Y,N,100,Liberty All-Star Equity Fund Common Stock,USA,N
USAC,N,"",N, ,USAC,Y,N,100,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",USAC,N
USAI,Y,"",P, ,USAI,Y,N,100,Pacer American Energy Independence ETF,USAI,N
"",N,N,Q,Q,USAP,Y,N,100,"Universal Stainless & Alloy Products, Inc. - Common Stock",USAP,N
USAS,N,"",A, ,USAS,Y,N,100,"Americas Gold and Silver Corporation Common Shares, no par value",USAS,N
"",N,N,Q,S,USAU,Y,N,100,U.S. Gold Corp. - Common Stock,USAU,N
USB,N,"",N, ,USB,Y,N,100,U.S. Bancorp Common Stock,USB,N
USBpA,N,"",N, ,USB-A,Y,N,100,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",USB$A,N
USBpH,N,"",N, ,USB-H,Y,N,100,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,USB$H,N
USBpP,N,"",N, ,USB-P,Y,N,100,"U.S. Bancorp Depositary Shares each representing a 1/1,000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock",USB$P,N
USBpQ,N,"",N, ,USB-Q,Y,N,100,"U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock",USB$Q,N
USBpR,N,"",N, ,USB-R,Y,N,100,"U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock",USB$R,N
USBpS,N,"",N, ,USB-S,Y,N,100,"U.S. Bancorp Depositary Shares, each representing a 1/1,000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock",USB$S,N
"",Y,N,Q,G,USBF,Y,N,100,iShares USD Bond Factor ETF,USBF,N
"",N,N,Q,G,USCB,Y,N,100,"USCB Financial Holdings, Inc.  - Class A Common Stock",USCB,N
USCI,Y,"",P, ,USCI,Y,N,100,United States Commodity Index Fund ETV,USCI,N
"",N,N,Q,G,USCT,Y,N,100,TKB Critical Technologies 1 - Class A Ordinary Shares,USCT,N
"",N,N,Q,G,USCTU,Y,N,100,TKB Critical Technologies 1 - Unit,USCTU,N
"",N,N,Q,G,USCTW,Y,N,100,TKB Critical Technologies 1 - Warrant,USCTW,N
USD,Y,"",P, ,USD,Y,N,100,ProShares Ultra Semiconductors,USD,N
USDP,N,"",N, ,USDP,Y,N,100,USD Partners LP Common Units representing limited partner interest,USDP,N
USDU,Y,"",P, ,USDU,Y,N,100,WisdomTree Bloomberg U.S. Dollar Bullish Fund,USDU,N
"",N,N,Q,S,USEA,Y,N,100,United Maritime Corporation - Common Stock,USEA,N
"",N,N,Q,S,USEG,Y,N,100,U.S. Energy Corp. - Common Stock,USEG,N
USEP,Y,"",Z, ,USEP,Y,N,100,Innovator U.S. Equity Ultra Buffer ETF - September,USEP,N
USEQ,Y,"",Z, ,USEQ,Y,N,100,Invesco Russell 1000 Enhanced Equal Weight ETF,USEQ,N
USFD,N,"",N, ,USFD,Y,N,100,US Foods Holding Corp. Common Stock,USFD,N
USFR,Y,"",P, ,USFR,Y,N,100,WisdomTree Floating Rate Treasury Fund,USFR,N
USHY,Y,"",Z, ,USHY,Y,N,100,iShares Broad USD High Yield Corporate Bond ETF,USHY,N
USI,Y,"",P, ,USI,Y,N,100,Principal Ultra-Short Active Income ETF,USI,N
"",Y,N,Q,G,USIG,Y,N,100,iShares Broad USD Investment Grade Corporate Bond ETF,USIG,N
"",N,N,Q,G,USIO,Y,N,100,"Usio, Inc. - Common Stock",USIO,N
USL,Y,"",P, ,USL,Y,N,100,United States 12 Month Oil,USL,N
"",Y,N,Q,G,USLB,Y,N,100,Invesco Russell 1000 Low Beta Equal Weight ETF,USLB,N
"",N,N,Q,Q,USLM,Y,N,100,"United States Lime & Minerals, Inc. - Common Stock",USLM,N
USM,N,"",N, ,USM,Y,N,100,United States Cellular Corporation Common Stock,USM,N
"",Y,N,Q,G,USMC,Y,N,100,Principal U.S. Mega-Cap ETF,USMC,N
USMF,Y,"",Z, ,USMF,Y,N,100,WisdomTree U.S. Multifactor Fund,USMF,N
USML,Y,"",P, ,USML,Y,N,100,ETRACS 2x Leveraged MSCI US Minimum Volatility Factor TR ETN,USML,N
USMV,Y,"",Z, ,USMV,Y,N,100,iShares MSCI USA Min Vol Factor ETF,USMV,N
USNA,N,"",N, ,USNA,Y,N,100,"USANA Health Sciences, Inc. Common Stock",USNA,N
USNZ,Y,"",P, ,USNZ,Y,N,100,DBX ETF Trust Xtrackers Net Zero Pathway Paris Aligned US Equity ETF,USNZ,N
USO,Y,"",P, ,USO,Y,N,100,United States Oil Fund,USO,N
"",N,N,Q,G,USOI,Y,N,100,Credit Suisse X-Links Crude Oil Shares Covered Call ETN,USOI,N
USPH,N,"",N, ,USPH,Y,N,100,"U.S. Physical Therapy, Inc. Common Stock",USPH,N
USPX,Y,"",P, ,USPX,Y,N,100,Franklin U.S. Equity Index ETF,USPX,N
USRT,Y,"",P, ,USRT,Y,N,100,iShares Core U.S. REIT ETF,USRT,N
USSG,Y,"",P, ,USSG,Y,N,100,Xtrackers MSCI USA ESG Leaders Equity ETF,USSG,N
UST,Y,"",P, ,UST,Y,N,100,ProShares Ultra 7-10 Year Treasury,UST,N
"",Y,N,Q,G,USTB,Y,N,100,VictoryShares USAA Core Short-Term Bond ETF,USTB,N
"",Y,N,Q,G,USVM,Y,N,100,VictoryShares US Small Mid Cap Value Momentum ETF,USVM,N
USVT,Y,"",P, ,USVT,Y,N,100,US Value ETF,USVT,N
USX,N,"",N, ,USX,Y,N,100,"U.S. Xpress Enterprises, Inc. Class A Common Stock",USX,N
"",Y,N,Q,G,USXF,Y,N,100,iShares ESG Advanced MSCI USA ETF,USXF,N
"",N,N,Q,G,UTAA,Y,N,100,UTA Acquisition Corporation - Class A Ordinary Shares,UTAA,N
"",N,N,Q,G,UTAAU,Y,N,100,UTA Acquisition Corporation - Units,UTAAU,N
"",N,N,Q,G,UTAAW,Y,N,100,UTA Acquisition Corporation - Warrants,UTAAW,N
"",Y,N,Q,G,UTEN,Y,N,100,US Treasury 10 Year Note ETF,UTEN,N
UTES,Y,"",P, ,UTES,Y,N,100,Virtus Reaves Utilities ETF,UTES,N
UTF,N,"",N, ,UTF,Y,N,100,"Cohen & Steers Infrastructure Fund, Inc Common Stock",UTF,N
UTG,N,"",A, ,UTG,Y,N,100,Reaves Utility Income Fund Common Shares of Beneficial Interest,UTG,N
"",N,N,Q,Q,UTHR,Y,N,100,United Therapeutics Corporation - Common Stock,UTHR,N
UTI,N,"",N, ,UTI,Y,N,100,Universal Technical Institute Inc Common Stock,UTI,N
UTL,N,"",N, ,UTL,Y,N,100,UNITIL Corporation Common Stock,UTL,N
"",N,N,Q,Q,UTMD,Y,N,100,"Utah Medical Products, Inc. - Common Stock",UTMD,N
"",N,N,Q,S,UTME,Y,N,100,UTime Limited - Ordinary Shares,UTME,N
UTRN,Y,"",P, ,UTRN,Y,N,100,Vesper US Large Cap Short-Term Reversal Strategy ETF,UTRN,N
"",N,D,Q,G,UTRS,Y,N,100,"Minerva Surgical, Inc. - Common Stock",UTRS,N
"",N,N,Q,Q,UTSI,Y,N,100,UTStarcom Holdings Corp - Ordinary Shares,UTSI,N
UTSL,Y,"",P, ,UTSL,Y,N,100,Direxion Daily Utilities Bull 3X Shares,UTSL,N
"",Y,N,Q,G,UTWO,Y,N,100,US Treasury 2 Year Note ETF,UTWO,N
UTZ,N,"",N, ,UTZ,Y,N,100,Utz Brands Inc Class A Common Stock ,UTZ,N
UUP,Y,"",P, ,UUP,Y,N,100,Invesco DB USD Index Bullish Fund ETF,UUP,N
UUU,N,"",A, ,UUU,Y,N,100,"Universal Security Instruments, Inc. Common Stock",UUU,N
UUUU,N,"",A, ,UUUU,Y,N,100,Energy Fuels Inc Ordinary Shares (Canada),UUUU,N
UVDV,Y,"",P, ,UVDV,Y,N,100,UVA Dividend Value ETF,UVDV,N
UVE,N,"",N, ,UVE,Y,N,100,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,UVE,N
UVIX,Y,"",Z, ,UVIX,Y,N,100,VS TR 2x Long VIX Futures ETF,UVIX,N
"",N,N,Q,Q,UVSP,Y,N,100,Univest Financial Corporation - Common Stock,UVSP,N
UVV,N,"",N, ,UVV,Y,N,100,Universal Corporation Common Stock,UVV,N
UVXY,Y,"",Z, ,UVXY,Y,N,100,ProShares Trust Ultra VIX Short Term Futures ETF,UVXY,N
UWM,Y,"",P, ,UWM,Y,N,100,ProShares Ultra Russell2000,UWM,N
UWMC,N,"",N, ,UWMC,Y,N,100,UWM Holdings Corporation Class A Common Stock,UWMC,N
